indice,titulo,artista,ano,score,emotional_abuse,jealousy_possessive,dependency,violence_or_betrayal,justificativa
2853,Don't Mean Nothing,Richard Marx,1987.0,0.3,False,False,True,False,
2854,Songbird,Kenny G,1987.0,0.0,False,False,False,False,
2855,Carrie,Europe,1987.0,0.3,False,False,True,False,
2856,Don't Disturb This Groove,System,1987.0,0.6,False,False,True,False,
2857,La Isla Bonita,Madonna,1987.0,0.3,False,False,True,False,
2858,Bad,Michael Jackson,1987.0,0.8,True,False,False,True,
2859,Sign 'O' The Times,Prince,1987.0,0.5,False,False,True,False,
2860,Change Of Heart,Cyndi Lauper,1987.0,0.3,False,False,True,False,
2862,Can't We Try,Dan Hill,1987.0,0.6,False,False,True,False,
2863,To Be A Lover,Billy Idol,1987.0,0.3,False,False,True,False,
2865,Breakout,Swing Out Sister,1987.0,0.3,False,False,True,False,
2866,Stand By Me,Ben E. King,1987.0,0.3,False,False,True,False,
2867,"Tonight, Tonight, Tonight",Genesis,1987.0,0.6,False,False,True,False,
2868,Someday,Glass Tiger,1987.0,0.3,False,False,True,False,
2869,When Smokey Sings,ABC,1987.0,0.6,False,True,True,False,
2870,Casanova,Levert,1987.0,0.6,False,False,True,False,
2871,Rhythm Is Gonna Get You,Gloria Estefan and Miami Sound Machine,1987.0,0.3,False,False,True,False,
2872,Rock Steady,Whispers,1987.0,0.3,False,False,True,False,
2873,Wanted Dead Or Alive,Bon Jovi,1987.0,0.3,False,False,True,False,
2874,Big Time,Peter Gabriel,1987.0,0.2,False,False,False,False,
2877,Is This Love,Survivor,1987.0,0.3,False,False,True,False,
2878,Diamonds,Herb Alpert,1987.0,0.6,False,False,True,False,
2879,Point Of No Return,Expose,1987.0,0.6,False,False,True,False,
2880,Big Love,Fleetwood Mac,1987.0,0.3,False,False,True,False,
2881,Midnight Blue,Lou Gramm,1987.0,0.3,False,False,True,False,
2882,Something So Strong,Crowded House,1987.0,0.3,False,True,False,False,
2883,Heat Of The Night,Bryan Adams,1987.0,0.3,False,False,True,False,
2884,Nothing's Gonna Change My Love For You,Glenn Medeiros,1987.0,0.3,False,False,True,False,
2885,Brilliant Disguise,Bruce Springsteen,1987.0,0.6,False,True,True,False,
2886,Just To See Her,Smokey Robinson,1987.0,0.8,False,False,True,False,
2887,Who Will You Run Too,Heart,1987.0,0.5,False,False,False,True,
2888,Respect Yourself,Bruce Willis,1987.0,0.3,False,False,True,False,
2890,Victory,Kool and The Gang,1987.0,0.3,False,False,True,False,
2891,Don't Get Me Wrong,Pretenders,1987.0,0.0,False,False,False,False,
2894,Ballerina Girl,Lionel Richie,1987.0,0.2,False,False,True,False,
2895,Meet Me Half Way,Kenny Loggins,1987.0,0.5,False,False,True,False,
2896,I've Been In Love Before,Cutting Crew,1987.0,0.3,False,False,True,False,
2898,Funkytown,Pseudo Echo,1987.0,0.0,False,False,False,False,
2901,Need You Tonight,INXS,1988.0,0.3,False,False,True,False,
2902,Got My Mind Set On You,George Harrison,1988.0,0.6,False,False,True,False,
2903,Never Gonna Give You Up,Rick Astley,1988.0,0.0,False,False,False,False,
2904,Sweet Child O' Mine,Guns N' Roses,1988.0,0.0,False,False,False,False,
2905,So Emotional,Whitney Houston,1988.0,0.6,False,True,True,False,
2907,Could've Been,Tiffany,1988.0,0.3,False,False,True,False,
2908,Hands To Heaven,Breathe,1988.0,0.3,False,False,True,False,
2909,Roll With It,Steve Winwood,1988.0,0.0,False,False,False,False,
2911,Wishing Well,Terence Trent d'Arby,1988.0,0.6,False,True,True,False,
2912,Anything For You,Gloria Estefan and Miami Sound Machine,1988.0,0.6,False,False,True,False,
2915,Seasons Change,Expose,1988.0,0.6,False,False,True,False,
2917,"Wild, Wild West",Escape Club,1988.0,0.5,False,False,True,False,
2918,Pour Some Sugar On Me,Def Leppard,1988.0,0.3,False,False,True,False,
2919,I'll Always Love You,Taylor Dayne,1988.0,0.3,False,False,True,False,
2920,Man In The Mirror,Michael Jackson,1988.0,0.3,False,False,True,False,
2921,Shake Your Love,Debbie Gibson,1988.0,0.5,False,False,True,False,
2922,Simply Irresistible,Robert Palmer,1988.0,0.6,False,True,True,False,
2923,Hold On To The Nights,Richard Marx,1988.0,0.3,False,False,True,False,
2924,Hungry Eyes,Eric Carnen,1988.0,0.6,False,True,True,False,
2925,Shattered Dreams,Johnny Hates Jazz,1988.0,0.6,False,False,True,False,
2926,Father Figure,George Michael,1988.0,0.6,False,False,True,False,
2927,Naughty Girls (Need Love Too),Samantha Fox,1988.0,0.6,False,True,True,False,
2928,A Groovy Kind Of Love,Phil Collins,1988.0,0.3,False,False,True,False,
2929,Love Bites,Def Leppard,1988.0,0.3,False,False,True,False,
2930,Endless Summer Nights,Richard Marx,1988.0,0.3,False,False,True,False,
2931,Foolish Beat,Debbie Gibson,1988.0,0.6,False,False,True,False,
2932,Where Do Broken Hearts Go,Whitney Houston,1988.0,0.3,False,False,True,False,
2933,Angel,Aerosmith,1988.0,0.6,False,False,True,False,
2934,Hazy Shade Of Winter,Bangles,1988.0,0.0,False,False,False,False,
2935,The Way You Make Me Feel,Michael Jackson,1988.0,0.3,False,False,True,False,
2936,"Don't Worry, Be Happy",Bobby McFerrin,1988.0,0.3,False,False,True,False,
2938,Red Red Wine,UB40,1988.0,0.5,False,True,True,False,
2939,She's Like The Wind,Patric Swayze,1988.0,0.3,False,False,True,False,
2941,Kokomo,Beach Boys,1988.0,0.3,False,False,True,False,
2943,Together Forever,Rick Astley,1988.0,0.6,False,False,True,False,
2944,Monkey,George Michael,1988.0,0.8,False,True,True,False,
2945,Devil Inside,INXS,1988.0,0.3,False,False,True,False,
2946,Should've Known Better,Richard Marx,1988.0,0.6,False,True,True,False,
2947,I Don't Wanna Live Without Your Love,Chicago,1988.0,0.6,False,False,True,False,
2948,The Loco-Motion,Kylie Minogue,1988.0,0.0,False,False,False,False,
2949,What Have I Done To Deserve This?,Pet Shop Boys and Dusty Springfield,1988.0,0.3,False,False,True,False,
2950,Make It Real,Jets,1988.0,0.3,False,False,True,False,
2951,What's On Your Mind,Information Society,1988.0,0.5,False,False,True,False,
2952,Tell It To My Heart,Taylor Dayne,1988.0,0.3,False,False,True,False,
2953,Out Of The Blue,Debbie Gibson,1988.0,0.6,False,False,True,False,
2954,Don't You Want Me,Jody Watley,1988.0,0.3,False,False,True,False,
2955,Desire,U2,1988.0,0.6,False,False,True,False,
2957,Sign Your Name,Terence Trent d'Arby,1988.0,0.5,False,False,True,False,
2958,I Want To Be Your Man,Roger,1988.0,0.6,False,True,True,False,
2959,Girlfriend,Pebbles,1988.0,0.3,False,False,True,False,
2961,1-2-3,Gloria Estefan and Miami Sound Machine,1988.0,0.6,False,True,True,False,
2962,Mercedes Boy,Pebbles,1988.0,0.6,False,True,True,False,
2963,Perfect World,Huey Lewis and The News,1988.0,0.0,False,False,False,False,
2964,New Sensation,INXS,1988.0,0.3,False,False,True,False,
2965,Catch Me (I'm Falling),Pretty Poison,1988.0,0.3,False,False,True,False,
2966,If It Isn't Love,New Edition,1988.0,0.3,False,False,True,False,
2967,Rocket 2 U,Jets,1988.0,0.3,False,False,True,False,
2969,Don't Be Cruel,Cheap Trick,1988.0,0.3,False,False,True,False,
2970,Candle In The Wind,Elton John,1988.0,0.0,False,False,False,False,
2972,Say You Will,Foreigner,1988.0,0.3,False,False,True,False,
2974,Pink Cadillac,Natalie Cole,1988.0,0.5,False,False,True,False,
2977,The Valley Road,Bruce Hornsby and The Range,1988.0,0.3,False,False,True,False,
2979,Always On My Mind,Pet Shop Boys,1988.0,0.3,False,False,True,False,
2981,When It's Love,Van Halen,1988.0,0.3,False,False,True,False,
2982,Don't Shed A Tear,Paul Carrack,1988.0,0.5,False,False,True,False,
2983,We'll Be Together,Sting,1988.0,0.6,False,False,True,False,
2985,I Don't Want To Live Without You,Foreigner,1988.0,0.6,False,False,True,False,
2986,Nite And Day,Al B. Sure!,1988.0,0.2,False,False,True,False,
2988,One Moment In Time,Whitney Houston,1988.0,0.3,False,False,True,False,
2990,Kissing A Fool,George Michael,1988.0,0.3,False,False,True,False,
2991,Cherry Bomb,John Cougar Mellancamp,1988.0,0.0,False,False,False,False,
2992,I Still Believe,Brenda K. Starr,1988.0,0.3,False,False,True,False,
2993,I Found Someone,Cher,1988.0,0.3,False,False,True,False,
2994,Never Tear Us Apart,INXS,1988.0,0.3,False,False,True,False,
2995,Valerie,Steve Winwood,1988.0,0.3,False,False,True,False,
2996,Just Like Paradise,David Lee Roth,1988.0,0.3,False,False,True,False,
2997,Nothin' But A Good Time,Poison,1988.0,0.5,False,False,True,False,
2998,Wait,White Lion,1988.0,0.6,False,False,True,False,
2999,Prove Your Love,Taylor Dayne,1988.0,0.3,False,False,True,False,
3000,Look Away,Chicago,1989.0,0.3,False,False,True,False,
3001,My Prerogative,Bobby Brown,1989.0,0.3,False,False,True,False,
3004,Miss You Much,Janet Jackson,1989.0,0.3,False,False,True,False,
3007,Girl You Know It's True,Milli Vanilli,1989.0,0.5,False,False,True,False,
3008,"Baby, I Love Your Way-Freebird",Will To Power,1989.0,0.2,False,False,True,False,
3009,Giving You The Best That I Got,Anita Baker,1989.0,0.3,False,False,True,False,
3010,Right Here Waiting,Richard Marx,1989.0,0.6,False,False,True,False,
3012,Lost In Your Eyes,Debbie Gibson,1989.0,0.3,False,False,True,False,
3013,Don't Wanna Lose You,Gloria Estefan,1989.0,0.3,False,False,True,False,
3015,Girl I'm Gonna Miss You,Milli Vanilli,1989.0,0.3,False,False,True,False,
3016,The Look,Roxette,1989.0,0.3,False,False,True,False,
3017,She Drives Me Crazy,Fine Young Cannibals,1989.0,0.6,False,False,True,False,
3019,Two Hearts,Phil Collins,1989.0,0.5,False,False,True,False,
3020,Blame It On The Rain,Milli Vanilli,1989.0,0.3,False,False,True,False,
3021,Listen To Your Heart,Roxette,1989.0,0.3,False,False,True,False,
3022,I'll Be There For You,Bon Jovi,1989.0,0.6,False,False,True,False,
3023,If You Don't Know Be By Now,Simply Red,1989.0,0.5,False,False,True,False,
3025,I'll Be Loving You (Forever),New Kids On The Block,1989.0,0.3,False,False,True,False,
3026,How Can I Fall?,Breathe,1989.0,0.3,False,False,True,False,
3029,Forever Your Girl,Paula Abdul,1989.0,0.3,False,True,True,False,
3031,Eternal Flame,Bangles,1989.0,0.3,False,False,True,False,
3032,Wild Thing,Tone Loc,1989.0,0.5,False,False,True,False,
3033,When I See You Smile,Bad English,1989.0,0.6,False,False,True,False,
3034,If I Could Turn Back Time,Cher,1989.0,0.3,False,False,True,False,
3035,Buffalo Stance,Neneh Cherry,1989.0,0.5,False,False,True,False,
3036,When I'm With You,Sheriff,1989.0,0.3,False,False,True,False,
3037,Don't Rush Me,Taylor Dayne,1989.0,0.3,False,False,True,False,
3038,Born To Be My Baby,Bon Jovi,1989.0,0.3,False,False,True,False,
3039,Good Thing,Fine Young Cannibals,1989.0,0.3,False,False,True,False,
3040,The Lover In Me,Sheena Easton,1989.0,0.6,False,True,True,False,
3042,"Once Bitten, Twice Shy",Great White,1989.0,0.7,False,True,False,False,
3044,Rock On,Michael Damian,1989.0,0.0,False,False,False,False,
3045,Real Love,Jody Watley,1989.0,0.3,False,False,True,False,
3046,Love Shack,B-52's,1989.0,0.3,False,False,True,False,
3047,Every Little Step,Bobby Brown,1989.0,0.3,False,False,True,False,
3048,Hangin' Tough,New Kids On The Block,1989.0,0.0,False,False,False,False,
3049,My Heart Can't Tell You No,Rod Stewart,1989.0,0.3,False,False,True,False,
3050,So Alive,Love and Rockets,1989.0,0.3,False,False,True,False,
3051,You Got It (The Right Stuff),New Kids On The Block,1989.0,0.0,False,False,False,False,
3052,Armageddon It,Def Leppard,1989.0,0.5,False,False,True,False,
3053,Satisfied,Richard Marx,1989.0,0.3,False,False,True,False,
3054,Express Yourself,Madonna,1989.0,0.3,False,False,True,False,
3055,I Like It,Dino,1989.0,0.3,False,False,True,False,
3056,Soldier Of Love,Donny Osmond,1989.0,0.3,False,False,True,False,
3058,Cherish,Madonna,1989.0,0.6,False,False,True,False,
3059,When The Children Cry,White Lion,1989.0,0.0,False,False,False,False,
3061,I Don't Want Your Love,Duran Duran,1989.0,0.3,False,True,True,False,
3062,Second Chances,.38 Special,1989.0,0.6,False,False,True,False,
3063,The Way You Love Me,Karyn White,1989.0,0.6,False,False,True,False,
3065,In Your Room,Bangles,1989.0,0.8,False,True,True,False,
3066,Miss You Like Crazy,Natalie Cole,1989.0,0.3,False,False,True,False,
3067,Love Song,Cure,1989.0,0.6,False,False,True,False,
3068,Secret Rendesvous,Karyn White,1989.0,0.6,False,False,True,False,
3069,Angel Eyes,Jeff Healey Band,1989.0,0.3,False,False,True,False,
3070,Patience,Guns N' Roses,1989.0,0.2,False,False,True,False,
3071,Walk On Water,Eddie Money,1989.0,0.6,False,False,True,False,
3072,Cover Girl,New Kids On The Block,1989.0,0.3,False,False,True,False,
3073,Welcome To The Jungle,Guns N' Roses,1989.0,0.8,False,True,True,False,
3074,Shower Me With Your Love,Surface,1989.0,0.3,False,False,True,False,
3076,Close My Eyes Forever,Lita Ford,1989.0,0.3,False,False,True,False,
3077,All This Time,Tiffany,1989.0,0.3,False,False,True,False,
3078,After All,Cher and Peter Cetera,1989.0,0.3,False,False,True,False,
3081,Lay Your Hands On Me,Bon Jovi,1989.0,0.3,False,False,True,False,
3082,This Promise,When In Rome,1989.0,0.6,False,False,True,False,
3084,I Remember Holding You,Boys Club,1989.0,0.6,False,False,True,False,
3085,Paradise City,Guns N' Roses,1989.0,0.3,False,False,True,False,
3086,Iwanna Have Some Fun,Samantha Fox,1989.0,0.3,False,True,True,False,
3087,She Wants To Dance With Me,Rick Astley,1989.0,0.2,False,False,True,False,
3091,This Time I Know It's For Real,Donna Summer,1989.0,0.6,False,True,True,False,
3092,Smooth Criminal,Michael Jackson,1989.0,1.0,True,False,False,True,
3093,Heavan Help Me,Deon Estus,1989.0,0.3,False,False,True,False,
3094,Rock Wit'cha,Bobby Brown,1989.0,0.5,False,False,True,False,
3095,Thinking Of You,Sa-fire,1989.0,0.3,False,False,True,False,
3097,Surrender To Me,Ann Wilson and Robin Zander,1989.0,0.6,False,False,True,False,
3098,The End Of The Innocence,Don Henley,1989.0,0.3,False,False,True,False,
3099,Keep On Movin',Soul II Soul,1989.0,0.0,False,False,False,False,
3100,Hold On,Wilson Phillips,1990.0,0.3,False,False,True,False,
3101,It Must Have Been Love,Roxette,1990.0,0.3,False,False,True,False,
3102,Nothing Compares 2 U,Sinead O'Connor,1990.0,0.3,False,False,True,False,
3104,Vogue,Madonna,1990.0,0.0,False,False,False,False,
3108,Cradle Of Love,Billy Idol,1990.0,0.5,False,False,True,False,
3109,Blaze Of Glory,Jon Bon Jovi,1990.0,0.3,False,False,True,False,
3110,Do Me!,Bell Biv Devoe,1990.0,0.8,False,False,True,False,
3111,How Am I Supposed To Live Without You,Michael Bolton,1990.0,0.6,False,False,True,False,
3112,Pump Up The Jam,Technotronic,1990.0,0.0,False,False,False,False,
3113,Opposites Attract,Paula Abdul,1990.0,0.3,False,False,True,False,
3114,Escapade,Janet Jackson,1990.0,0.3,False,False,True,False,
3117,Black Velvet,Alannah Myles,1990.0,0.3,False,False,True,False,
3118,Release Me,Wilson Phillips,1990.0,0.3,False,False,True,False,
3119,Don't Know Much,Linda Ronstadt and Aaron Neville,1990.0,0.0,False,False,False,False,
3120,All Around The World,Lisa Stansfield,1990.0,0.3,False,False,True,False,
3121,I Wanna Be Rich,Calloway,1990.0,0.5,False,False,True,False,
3122,Rub You The Right Way,Johnny Gill,1990.0,0.8,False,False,True,False,
3125,The Power,Snap,1990.0,0.3,False,False,True,False,
3126,(Can't Live Without Your) Love And Affection,Nelson,1990.0,0.8,False,True,True,False,
3127,Love Will Lead You Back,Taylor Dayne,1990.0,0.3,False,False,True,False,
3128,Don't Wanna Fall In Love,Jane Child,1990.0,0.3,False,False,True,False,
3129,Two To Make It Right,Seduction,1990.0,0.3,False,False,True,False,
3132,Step By Step,New Kids On The Block,1990.0,0.3,False,False,True,False,
3133,Dangerous,Roxette,1990.0,0.6,False,True,True,False,
3135,I Don't Have The Heart,James Ingram,1990.0,0.3,False,False,True,False,
3136,Downtown Train,Rod Stewart,1990.0,0.3,False,True,True,False,
3138,I'll Be Your Everything,Tommy Page,1990.0,0.6,False,False,True,False,
3139,Roam,B-52's,1990.0,0.3,False,False,True,False,
3140,Everything,Jody Watley,1990.0,0.3,False,False,True,False,
3142,Here And Now,Luther Vandross,1990.0,0.3,False,False,True,False,
3143,Alright,Janet Jackson,1990.0,0.3,False,False,True,False,
3144,Ice Ice Baby,Vanilla Ice,1990.0,0.3,False,False,True,False,
3145,Blame It On The Rain,Milli Vanilli,1990.0,0.3,False,False,True,False,
3146,Have You Seen Her,M.C. Hammer,1990.0,0.6,False,True,True,False,
3147,With Every Beat Of My Heart,Taylor Dayne,1990.0,0.3,False,False,True,False,
3148,Come Back To Me,Janet Jackson,1990.0,0.8,False,False,True,False,
3149,No More Lies,Michel'le,1990.0,0.3,False,False,True,False,
3150,Praying For Time,George Michael,1990.0,0.6,False,False,True,False,
3151,How Can We Be Lovers,Michael Bolton,1990.0,0.6,False,False,True,False,
3153,Ready Or Not,After 7,1990.0,0.6,False,False,True,False,
3154,U Can't Touch This,M.C. Hammer,1990.0,0.0,False,False,False,False,
3157,Something Happened On The Way To Heaven,Phil Collins,1990.0,0.3,False,False,True,False,
3158,Black Cat,Janet Jackson,1990.0,0.6,False,False,True,False,
3159,Can't Stop,After 7,1990.0,0.3,False,False,True,False,
3160,Janie's Got A Gun,Aerosmith,1990.0,1.0,False,False,False,True,
3161,The Humpty Dance,Digital Underground,1990.0,0.5,False,False,False,False,
3162,I'll Be Your Shelter,Taylor Dayne,1990.0,0.3,False,False,True,False,
3163,Free Fallin',Tom Petty,1990.0,0.3,False,False,True,False,
3165,Enjoy The Silence,Depeche Mode,1990.0,0.3,False,False,True,False,
3167,Price Of Love,Bad English,1990.0,0.6,False,False,True,False,
3168,Girls Nite Out,Tyler Collins,1990.0,0.0,False,False,False,False,
3169,King Of Wishful Thinking,Go West,1990.0,0.3,False,False,True,False,
3170,What Kind Of Man Would I Be?,Chicago,1990.0,0.6,False,False,True,False,
3171,I Remember You,Skid Row,1990.0,0.3,False,False,True,False,
3172,Get Up! (Before The Night Is Over),Technotronic,1990.0,0.0,False,False,False,False,
3175,Love Takes Time,Mariah Carey,1990.0,0.3,False,False,True,False,
3176,Just Like Jesse James,Cher,1990.0,0.6,False,False,True,False,
3178,All Or Nothing,Milli Vanilli,1990.0,0.5,False,False,True,False,
3179,Romeo,Dino,1990.0,0.6,False,False,True,False,
3180,Everybody Everybody,Black Box,1990.0,0.3,False,False,True,False,
3181,I Go To Extremes,Billy Joel,1990.0,0.3,False,False,True,False,
3182,Whip Appeal,Babyface,1990.0,0.8,False,False,True,False,
3183,Oh Girl,Paul Young,1990.0,0.3,False,False,True,False,
3184,C'mon And Get My Love,D-Mob With Cathy Dennis,1990.0,0.3,False,False,True,False,
3185,(It's Just) The Way That You Love Me,Paula Abdul,1990.0,0.3,False,False,True,False,
3186,We Can't Go Wrong,Cover Girls,1990.0,0.0,False,False,False,False,
3187,When I'm Back On My Feet Again,Michael Bolton,1990.0,0.0,False,False,False,False,
3189,This One's For The Children,New Kids On The Block,1990.0,0.0,False,False,False,False,
3191,Forever,Kiss,1990.0,0.3,False,False,True,False,
3192,Jerk Out,Time,1990.0,0.8,True,False,True,False,
3195,Without You,Motley Crue,1990.0,0.6,False,False,True,False,
3197,Thieves In The Temple,Prince,1990.0,0.6,False,False,True,True,
3198,Mentirosa,Mellow Man Ace,1990.0,0.6,False,True,False,False,
3199,Tic-Tac-Toe,Kyper,1990.0,0.6,False,False,True,False,
3201,I Wanna Sex You Up,Color Me Badd,1991.0,0.8,False,False,True,False,
3202,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,1991.0,0.0,False,False,False,False,
3203,Rush Rush,Paula Abdul,1991.0,0.3,False,False,True,False,
3204,One More Try,Timmy T,1991.0,0.3,False,False,True,False,
3205,Unbelievable,EMF,1991.0,0.3,False,False,True,False,
3206,More Than Words,Extreme,1991.0,0.3,False,False,True,False,
3208,The First Time,Surface,1991.0,0.0,False,False,False,False,
3209,"Baby, Baby",Amy Grant,1991.0,0.0,False,False,False,False,
3211,Because I Love You (The Postman Song),Stevie B,1991.0,0.3,False,False,True,False,
3212,Someday,Mariah Carey,1991.0,0.6,False,True,True,False,
3214,From A Distance,Bette Midler,1991.0,0.0,False,False,False,False,
3215,All The Man That I Need,Whitney Houston,1991.0,0.3,False,False,True,False,
3216,"Right Here, Right Now",Jesus Jones,1991.0,0.0,False,False,False,False,
3217,I Adore Mi Amor,Color Me Badd,1991.0,0.6,False,True,True,False,
3218,Love Will Never Do (Without You),Janet Jackson,1991.0,0.3,False,False,True,False,
3219,Good Vibrations,Marky Mark and The Funky Bunch feat. Loleatta Holloway,1991.0,0.0,False,False,False,False,
3220,Justify My Love,Madonna,1991.0,0.3,False,False,True,False,
3221,Emotions,Mariah Carey,1991.0,0.3,False,False,True,False,
3222,Joyride,Roxette,1991.0,0.3,False,False,True,False,
3227,Every Heartbeat,Amy Grant,1991.0,0.3,False,False,True,False,
3228,Sensitivity,Ralph Tresvant,1991.0,0.6,False,False,True,False,
3229,Touch Me (All Night Long),Cathy Dennis,1991.0,0.3,False,False,True,False,
3233,Coming Out Of The Dark,Gloria Estefan,1991.0,0.0,False,False,False,False,
3234,It Ain't Over 'Til It's Over,Lenny Kravitz,1991.0,0.3,False,False,True,False,
3235,Here We Go,C+C Music Factory,1991.0,0.0,False,False,False,False,
3237,Summertime,D.J. Jazzy Jeff and The Fresh Prince,1991.0,0.2,False,False,False,False,
3238,Wind Of Change,Scorpions,1991.0,0.0,False,False,False,False,
3242,Love Of A Lifetime,Firehouse,1991.0,0.0,False,False,False,False,
3243,Fading Like A Flower (Every Time You Leave),Roxette,1991.0,0.6,False,True,True,False,
3244,This House,Tracie Spencer,1991.0,0.0,False,False,False,False,
3246,Power Of Love (Love Power),Luther Vandross,1991.0,0.3,False,False,True,False,
3247,Impulsive,Wilson Phillips,1991.0,0.3,False,False,True,False,
3249,Rhythm Of My Heart,Rod Stewart,1991.0,0.3,False,False,True,False,
3252,Tom's Diner,DMA,1991.0,0.5,False,True,False,False,
3253,Iesha,Another Bad Creation,1991.0,0.5,False,False,True,False,
3254,Something To Talk About,Bonnie Raitt,1991.0,0.3,False,False,True,False,
3255,After The Rain,Nelson,1991.0,0.6,False,False,True,False,
3256,Play That Funky Music,Vanilla Ice,1991.0,0.3,False,False,True,False,
3257,Temptation,Corina,1991.0,0.6,False,True,False,False,
3258,Can't Stop This Thing We Started,Bryan Adams,1991.0,0.6,False,True,True,False,
3259,I Can't Wait Another Minute,Hi-Five,1991.0,0.3,False,False,True,False,
3260,3 A.M. Eternal,KLF,1991.0,0.0,False,False,False,False,
3263,Around The Way Girl,LL Cool J,1991.0,0.5,False,False,True,False,
3264,I'll Be There,Escape Club,1991.0,0.3,False,False,True,False,
3265,Cream,Prince And The N.P.G.,1991.0,0.0,False,False,False,False,
3266,Now That We Found Love,Heavy D. and The Boyz,1991.0,0.5,False,False,True,False,
3267,Show Me The Way,Styx,1991.0,0.0,False,False,False,False,
3268,Love Takes Time,Mariah Carey,1991.0,0.3,False,False,True,False,
3271,Here I Am (Come And Take Me),UB40,1991.0,0.3,False,False,True,False,
3273,Too Many Walls,Cathy Dennis,1991.0,0.3,False,False,True,False,
3274,Crazy,Seal,1991.0,0.3,False,False,True,False,
3276,Place In This World,Michael W. Smith,1991.0,0.3,False,False,True,False,
3278,Wicked Game,Chris Issak,1991.0,0.3,False,False,True,False,
3279,Get Here,Oleta Adams,1991.0,0.6,False,False,True,False,
3281,Silent Lucidity,Queensryche,1991.0,0.3,False,False,True,False,
3282,I'm Not In Love,Will To Power,1991.0,0.3,False,False,True,False,
3284,Real Real Real,Jesus Jones,1991.0,0.3,False,False,True,False,
3285,Just Another Dream,Cathy Dennis,1991.0,0.3,False,False,True,False,
3286,Everybody Plays The Fool,Aaron Neville,1991.0,0.3,False,False,True,False,
3287,Strike It Up,Black Box,1991.0,0.2,False,False,True,False,
3289,Disappear,INXS,1991.0,0.3,False,False,True,False,
3292,The One And Only,Chesney Hawkes,1991.0,0.3,False,False,True,False,
3293,O.P.P.,Naughty By Nature,1991.0,0.5,False,True,False,False,
3296,Miles Away,Winger,1991.0,0.3,False,False,True,False,
3297,Do You Want Me,Salt-N-Pepa,1991.0,0.2,False,False,True,False,
3299,Shiny Happy People,R.E.M.,1991.0,0.0,False,False,False,False,
3300,End Of The Road,Boyz II Men,1992.0,0.3,False,True,True,False,
3302,Jump,Kris Kross,1992.0,0.0,False,False,False,False,
3303,Save The Best For Last,Vanessa Williams,1992.0,0.3,False,False,True,False,
3308,All 4 Love,Color Me Badd,1992.0,0.6,False,False,True,False,
3309,Just Another Day,Jon Secada,1992.0,0.6,False,True,True,False,
3311,To Be With You,Mr. Big,1992.0,0.3,False,False,True,False,
3312,I'm Too Sexy,Right Said Fred,1992.0,0.0,False,False,False,False,
3313,Black Or White,Michael Jackson,1992.0,0.3,False,True,False,False,
3314,Achy Breaky Heart,Billy Ray Cyrus,1992.0,0.8,False,False,True,True,
3315,I'll Be There,Mariah Carey,1992.0,0.2,False,True,True,False,
3316,November Rain,Guns N' Roses,1992.0,0.3,False,False,True,False,
3317,Life Is A Highway,Tom Cochrane,1992.0,0.3,False,False,True,False,
3318,Remember The Time,Michael Jackson,1992.0,0.0,False,False,False,False,
3320,This Used To Be My Playground,Madonna,1992.0,0.3,False,False,True,False,
3321,Sometimes Love Just Ain't Enough,Patty Smyth and Don Henley,1992.0,0.3,False,False,True,False,
3323,Jump Around,House Of Pain,1992.0,0.2,False,False,False,False,
3325,Don't Let The Sun Go Down On Me,George Michael and Elton John,1992.0,0.3,False,False,True,False,
3327,If You Asked Me To,Celine Dion,1992.0,0.6,False,False,True,False,
3328,Giving Him Something He Can Feel,En Vogue,1992.0,0.0,False,False,False,False,
3331,Smells Like Teen Spirit,Nirvana,1992.0,0.3,False,False,True,False,
3332,Humpin' Around,Bobby Brown,1992.0,0.6,False,True,True,False,
3334,Tell Me What You Want Me To Do,Teven Campbell,1992.0,0.3,False,False,True,False,
3336,It's So Hard To Say Goodbye To Yesterday,Boyz II Men,1992.0,0.0,False,False,False,False,
3337,Move This,Technotronic,1992.0,0.0,False,False,False,False,
3338,Bohemian Rhapsody,Queen,1992.0,0.5,False,False,True,True,
3339,Tennessee,Arrested Development,1992.0,0.5,False,False,True,False,
3342,The One,Elton John,1992.0,0.3,False,False,True,False,
3343,Set Adrift On Memory Bliss,P.M. Dawn,1992.0,0.2,False,False,True,False,
3344,Stay,Shakespear's Sister,1992.0,0.8,False,True,True,False,
3345,2 Legit 2 Quit,Hammer,1992.0,0.2,False,False,False,False,
3346,Please Don't Go,K.W.S.,1992.0,0.6,False,True,True,False,
3347,Breakin' My Heart (Pretty Brown Eyes),Mint Condition,1992.0,0.3,False,False,True,False,
3348,Wishing On A Star,Cover Girls,1992.0,0.2,False,False,True,False,
3349,She's Playing Hard To Get,Hi-Five,1992.0,0.3,False,False,True,False,
3350,I'd Die Without You,P.M. Dawn,1992.0,0.8,False,False,True,False,
3351,Good For Me,Amy Grant,1992.0,0.3,False,False,True,False,
3352,All I Want,Toad The Wet Sprocket,1992.0,0.0,False,False,False,False,
3353,When A Man Loves A Woman,Michael Bolton,1992.0,0.6,False,False,True,False,
3354,I Can't Dance,Genesis,1992.0,0.3,False,False,True,False,
3355,Hazard,Richard Marx,1992.0,0.3,False,False,True,False,
3358,How Do You Talk To An Angel,Heights,1992.0,0.0,False,False,False,False,
